"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49"
"172",0.029,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.045,0,0,0.65,0,0.108,0,0,0,0,0,0.092,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173",0,0,0,0.09,0.119,0,0,0,0,0.019,0.066,0.004,0,0.122,0.001,0.009,0,0,0.001,0,0,0.018,0,0.005,0,0,0,0,0,0.008,0,0,0.001,0,0.157,0.001,0,0.002,0.001,0,0.001,0,0.056,0,0.111,0,0,0,0.155
"174",0.001,0,0,0.22,0,0,0.011,0,0.051,0,0.199,0.001,0,0,0,0,0,0.001,0.017,0.001,0.005,0.073,0.003,0,0,0,0.016,0.015,0,0,0,0.001,0,0,0,0,0,0,0.065,0.052,0.002,0.242,0,0.001,0.002,0,0,0,0.021
"175",0,0.002,0,0.361,0,0,0.134,0,0,0,0.085,0,0.002,0,0,0,0,0.016,0,0.015,0,0.001,0.183,0,0,0.004,0.003,0,0,0.001,0.01,0.005,0,0,0.001,0,0,0.012,0.067,0.071,0.025,0,0,0,0,0,0,0,0
"176",0,0,0.001,0.194,0,0,0.013,0,0,0,0.014,0.011,0,0.007,0.011,0,0,0.003,0,0.019,0,0,0,0.001,0.005,0.005,0,0,0.001,0,0.022,0,0.005,0,0,0,0,0.163,0.026,0.001,0.029,0.064,0.044,0,0,0,0,0.001,0.357
"177",0.015,0.035,0.002,0.084,0,0,0.011,0.032,0.041,0,0.096,0.008,0,0,0,0,0.014,0.052,0.008,0.005,0,0.049,0,0,0,0.001,0,0,0.015,0.003,0,0,0,0,0,0,0,0.041,0.008,0,0.005,0.385,0.019,0,0,0.009,0.025,0,0
"178",0,0.049,0,0.067,0,0,0,0.031,0.035,0,0.198,0,0,0,0.002,0,0,0,0,0.018,0,0.056,0,0,0,0.001,0,0,0.001,0.264,0,0.002,0,0,0.04,0.001,0,0,0,0,0.02,0.166,0,0,0,0.002,0.028,0,0
"179",0.006,0,0.006,0.178,0,0,0,0.001,0.015,0,0,0.024,0,0.004,0,0,0,0.001,0.005,0.018,0,0.01,0,0,0,0,0.001,0,0.004,0,0,0,0,0.023,0,0,0.002,0.232,0.002,0,0,0.385,0,0,0,0,0,0,0
"180",0,0,0.026,0.254,0.001,0,0,0,0.047,0,0.001,0,0,0,0,0,0.034,0,0.006,0.015,0,0,0.036,0,0.003,0,0,0,0,0,0,0.004,0.044,0,0.002,0.01,0,0.084,0.003,0,0,0.376,0.029,0,0.004,0,0,0,0.02
"181",0,0.138,0,0,0,0.006,0,0,0.005,0,0.343,0,0,0.003,0,0.001,0.002,0,0,0,0,0,0.013,0,0.025,0,0,0,0,0.411,0.006,0,0,0,0,0,0.001,0,0,0,0.009,0,0.001,0.03,0,0,0,0,0
"182",0,0.006,0.02,0.064,0.003,0,0,0,0.001,0,0.031,0,0,0.145,0,0,0.003,0.001,0,0,0,0,0.031,0.036,0,0,0,0,0,0,0,0.002,0,0,0.001,0,0,0,0,0,0,0.01,0.128,0.01,0,0,0.029,0,0.414
"183",0.003,0,0,0.165,0,0,0.031,0,0,0,0,0.003,0,0.015,0,0,0.022,0,0,0.632,0,0.099,0,0,0.009,0,0,0,0.013,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0.001,0.003,0,0.001,0,0,0.001
"184",0.001,0.001,0.022,0.09,0.001,0,0.05,0,0.074,0,0.203,0.015,0,0,0.007,0,0.001,0.023,0.035,0,0,0.053,0.011,0,0,0,0,0.01,0.003,0.013,0.037,0,0,0,0,0,0.003,0.043,0.022,0,0.001,0.271,0,0.001,0,0.004,0,0,0.004
"185",0,0,0.013,0.045,0,0,0.026,0.001,0.007,0,0.097,0.002,0,0,0,0,0.009,0,0.001,0.001,0,0.331,0,0,0,0,0,0.058,0,0,0,0.002,0,0.001,0,0.005,0,0,0.16,0,0.007,0.223,0.009,0,0,0,0,0,0
"186",0,0,0,0.29,0.001,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.06,0.001,0.374,0.001,0,0.008,0.005,0,0.011,0,0,0,0,0,0.001,0,0,0,0.013,0.032,0,0.185,0,0.001,0,0,0,0.002,0,0
"187",0,0,0,0.047,0,0,0,0.018,0,0.05,0.176,0,0,0,0,0,0,0.029,0,0.242,0,0.06,0,0,0,0,0,0.027,0,0.141,0.014,0,0.017,0.025,0,0.005,0,0.004,0.002,0.004,0.005,0.098,0.014,0,0,0.017,0,0.002,0
"188",0,0.115,0,0.169,0.002,0,0,0.006,0,0.011,0.152,0,0.023,0,0,0,0.008,0,0,0.095,0.005,0,0.163,0,0,0,0.001,0,0.024,0.052,0.023,0,0,0,0,0,0,0.034,0.041,0.004,0,0.065,0.004,0,0,0.001,0,0,0
"189",0,0,0.03,0.005,0.003,0.003,0,0.012,0.04,0.001,0.085,0,0.006,0.081,0,0,0,0,0,0,0,0,0,0.004,0,0.006,0,0,0,0,0,0,0.001,0.005,0.001,0,0,0,0,0,0.027,0.039,0.481,0,0.128,0,0,0,0
"190",0.016,0.075,0,0.081,0,0.007,0.079,0.003,0,0,0.43,0,0,0,0.002,0,0,0,0.001,0,0,0.015,0,0.007,0,0,0,0,0.098,0,0,0,0.002,0.001,0,0.014,0,0.033,0,0,0,0.047,0,0.001,0.001,0.001,0.007,0.079,0
"191",0.004,0.001,0.005,0.083,0,0,0.057,0.012,0,0,0.037,0.003,0,0,0,0,0,0,0,0.035,0,0.282,0,0,0.001,0.063,0,0,0,0,0,0,0,0,0,0.043,0.002,0.115,0,0.001,0,0.221,0.027,0,0,0,0,0.001,0.006
"192",0,0,0.001,0.257,0,0,0,0.001,0,0,0,0.016,0,0,0,0,0,0,0,0.044,0,0.022,0,0,0,0,0.01,0,0,0,0.002,0.001,0.022,0.008,0,0,0,0.026,0.212,0,0.004,0,0,0,0,0.007,0,0,0.366
"193",0,0,0,0.102,0,0,0,0,0,0,0.061,0.112,0,0,0,0,0,0,0.102,0.186,0.01,0.005,0.13,0,0.019,0.042,0,0,0,0,0,0.014,0,0,0.038,0,0,0,0.135,0,0.028,0,0,0,0,0,0,0,0
"194",0,0,0,0,0.001,0,0.001,0.015,0,0,0.123,0,0,0.12,0,0,0,0.002,0.001,0,0,0,0.001,0.028,0,0.003,0,0,0,0.038,0.001,0,0,0.008,0.079,0,0,0,0,0,0.002,0,0.525,0,0,0.001,0,0,0
"195",0,0.002,0,0.006,0,0,0,0.013,0.001,0.029,0.377,0,0.006,0,0,0,0,0,0.001,0,0,0.09,0,0,0,0.022,0.001,0.012,0,0.076,0,0.076,0,0,0,0.016,0,0,0.038,0.005,0,0.109,0,0.083,0,0,0,0,0
"196",0.01,0,0,0.069,0.328,0,0.006,0,0,0,0,0,0,0.271,0,0,0.039,0.002,0,0.019,0,0,0.053,0,0,0.002,0.013,0.004,0,0,0.011,0,0,0,0,0,0,0.021,0,0,0.006,0,0.009,0,0,0.001,0,0,0
"197",0.002,0,0,0.275,0,0,0.685,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
"198",0,0.04,0.003,0.094,0,0,0,0,0,0.086,0.191,0.001,0,0,0.083,0,0,0.09,0.001,0,0,0.018,0.002,0,0,0,0,0.006,0,0.07,0,0.001,0,0.146,0,0,0,0.06,0,0,0.002,0.05,0.024,0,0,0.004,0.027,0,0
"199",0,0.062,0,0.005,0.023,0,0,0,0,0,0.063,0,0,0.15,0,0,0,0.001,0.016,0,0,0.034,0,0.002,0,0,0,0,0,0,0,0.002,0,0,0.04,0,0,0.001,0.001,0,0,0,0,0,0,0.025,0.376,0,0.092
"200",0,0.019,0.04,0.099,0,0.002,0.013,0.066,0,0,0.031,0,0,0,0,0.003,0,0,0,0.101,0,0.45,0,0,0,0,0.001,0.006,0,0.001,0,0,0,0.001,0,0,0,0.032,0,0,0.008,0.115,0,0,0,0,0.007,0,0.004
"201",0,0,0.001,0.263,0,0,0.044,0.009,0,0,0,0,0,0.03,0,0,0.038,0.001,0,0.544,0,0,0,0,0,0,0,0.009,0,0,0,0.002,0,0,0,0,0,0,0.019,0,0.002,0,0,0,0,0,0.001,0,0
"202",0.005,0.281,0,0.079,0,0,0.02,0.01,0.001,0,0.313,0,0,0,0,0,0.001,0,0.001,0.065,0,0.017,0.041,0.001,0,0,0.007,0.013,0.044,0.002,0.023,0,0,0,0.001,0,0,0.017,0.022,0.001,0,0.032,0.001,0,0,0,0,0.001,0
"203",0,0.151,0,0,0,0,0,0.071,0.001,0,0.17,0,0,0,0.001,0,0,0,0,0.046,0,0.293,0,0.014,0.001,0,0,0.008,0,0.006,0.052,0,0,0.005,0,0,0,0,0.045,0,0,0,0.002,0,0,0,0.124,0,0
"204",0,0.008,0.001,0.113,0,0,0.021,0,0,0,0.001,0,0,0,0,0,0,0,0.001,0.128,0.001,0.08,0.003,0,0,0,0,0.057,0,0.022,0,0.003,0.001,0,0,0,0.001,0.481,0,0,0,0.079,0,0,0,0,0,0,0
"205",0,0,0,0.231,0,0,0,0,0,0.008,0.017,0,0,0.007,0.045,0,0.002,0,0,0.472,0,0.071,0.004,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0.114,0,0,0,0,0,0.005,0,0,0,0,0
"206",0,0,0,0.259,0,0,0,0.001,0,0,0.043,0,0.315,0,0,0,0,0,0.002,0.02,0,0,0,0,0.001,0,0.125,0,0.006,0.001,0,0,0.092,0,0,0,0,0,0.121,0.011,0,0.001,0,0,0,0,0,0,0
"207",0,0.001,0,0.094,0,0.002,0.066,0.352,0.003,0,0.002,0,0,0.026,0,0,0,0,0,0,0.015,0.075,0,0,0,0.001,0,0,0.013,0.027,0,0.002,0,0.013,0,0,0.02,0.108,0,0,0,0.134,0,0,0,0,0,0,0
"208",0,0,0.017,0.1,0,0,0.007,0,0.001,0,0.041,0,0,0,0,0,0,0.017,0.001,0.027,0,0.106,0.001,0.001,0,0,0,0,0.006,0.07,0,0,0,0,0,0,0,0.435,0,0,0.004,0.129,0,0,0,0,0.002,0.004,0
"209",0,0,0.003,0,0.006,0.002,0.017,0,0.059,0,0.087,0.006,0,0,0,0,0.029,0.004,0,0.054,0,0.176,0,0,0,0.044,0,0.002,0,0.135,0,0,0,0,0,0.003,0,0.136,0.022,0,0,0.214,0,0,0,0,0,0,0
"210",0,0,0.044,0.187,0,0,0,0.009,0.067,0,0.013,0.054,0,0,0,0,0.001,0,0.048,0.042,0,0,0.001,0.002,0,0,0.013,0,0,0,0.001,0.001,0.032,0,0.018,0.007,0,0.076,0.024,0,0,0.358,0,0,0,0,0,0,0.001
"211",0,0,0,0.146,0.003,0,0,0,0,0.03,0.005,0,0.01,0,0,0,0.008,0,0.001,0.069,0,0.119,0,0,0.004,0,0,0,0,0.004,0,0.003,0,0.001,0,0,0,0.129,0.253,0,0.04,0.172,0,0,0,0,0.001,0,0
"212",0.012,0.017,0,0.166,0,0.018,0,0,0,0,0,0.001,0,0.02,0.004,0,0.002,0,0,0.005,0,0.325,0,0,0,0.001,0.001,0.032,0,0,0.003,0.015,0,0.093,0,0.001,0.001,0.005,0.021,0,0,0.254,0.003,0,0,0,0.001,0,0.001
"213",0,0,0.062,0.045,0,0,0.023,0,0.11,0.001,0.263,0.005,0,0.001,0,0,0.004,0,0.002,0,0,0.079,0,0,0,0,0.018,0.008,0.001,0,0,0.006,0,0.004,0,0.001,0.032,0.015,0,0,0.026,0.188,0,0.001,0,0,0,0.024,0.001
"214",0,0,0.035,0.074,0.024,0,0,0,0,0,0,0,0.003,0.345,0,0,0.004,0.018,0,0.273,0,0,0,0,0.003,0.023,0,0.008,0,0,0,0,0.001,0,0,0,0,0.064,0,0,0,0,0,0,0,0.008,0,0,0.014
"215",0,0,0,0.079,0,0,0.4,0,0,0.016,0.226,0,0.017,0.001,0.001,0,0,0.018,0,0.013,0.001,0,0.034,0.001,0,0.002,0.012,0,0,0.038,0.003,0,0,0,0,0,0.001,0,0.107,0.015,0,0,0,0.002,0,0,0,0.002,0.007
"216",0.001,0.062,0,0.016,0.038,0,0,0.028,0.05,0.021,0.045,0.002,0,0.246,0,0,0.001,0,0.003,0,0,0,0,0.156,0.008,0,0,0,0,0.057,0,0,0,0,0,0.011,0.001,0,0,0.003,0,0,0,0.047,0.003,0.009,0.029,0,0.002
"217",0.009,0,0.003,0.078,0.004,0.019,0.002,0,0.173,0,0.182,0,0.032,0,0,0,0,0,0,0,0,0.028,0.001,0,0.001,0,0,0,0.01,0.31,0,0,0.003,0,0.023,0,0,0.01,0,0,0.076,0.009,0,0,0,0,0.001,0.023,0.001
"218",0,0.001,0,0.358,0.003,0,0,0,0.015,0.021,0.067,0,0,0,0,0,0,0,0,0,0,0.079,0.001,0.001,0,0,0.018,0,0,0.067,0,0.001,0.014,0.001,0,0,0,0,0,0.001,0.027,0.239,0,0,0,0,0,0.085,0
"219",0.008,0.108,0,0.018,0,0,0,0,0,0.023,0.253,0,0,0,0.024,0,0,0.001,0,0,0,0.008,0,0.004,0,0,0,0,0,0.226,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0,0,0,0,0.071
"220",0,0,0.049,0.026,0,0,0,0,0.009,0.008,0.002,0.001,0,0.106,0,0.014,0,0.032,0,0,0,0.019,0,0.113,0,0.012,0.016,0,0,0,0,0,0,0,0.015,0,0,0,0,0.001,0.001,0.03,0.293,0,0.101,0,0.096,0.012,0
"221",0,0.071,0.039,0.066,0.002,0,0,0.03,0,0,0.227,0,0,0.006,0,0,0,0,0.006,0,0,0.087,0,0,0.005,0,0,0.036,0,0.001,0,0,0,0,0,0,0,0.372,0,0,0.002,0,0.039,0.007,0,0,0,0,0.001
"222",0,0.002,0.008,0.008,0,0,0.001,0,0,0,0.007,0,0,0,0,0.001,0,0,0,0.049,0,0.038,0,0,0,0.001,0,0.819,0.001,0,0,0,0,0,0.001,0,0,0.034,0,0,0,0.002,0,0,0,0,0.001,0,0
"223",0,0.002,0,0.118,0,0,0.007,0,0,0.001,0.03,0,0,0.019,0,0.001,0,0,0.008,0.302,0,0.155,0,0,0,0,0,0.01,0,0.035,0.009,0.001,0,0,0.007,0,0,0.084,0.037,0.009,0,0.14,0,0,0,0,0,0,0
"224",0,0,0,0.09,0,0,0,0,0.012,0,0,0,0,0,0.032,0,0,0,0,0.532,0,0.096,0,0,0,0,0,0.063,0,0,0,0,0.002,0,0,0,0,0.089,0,0.001,0,0.003,0,0,0,0,0,0,0.077
"225",0,0,0,0,0.194,0,0.002,0.077,0,0,0.111,0.003,0,0.2,0.013,0.009,0,0,0.002,0,0,0,0,0,0,0,0,0,0.038,0.007,0.022,0,0.014,0,0.015,0,0,0.001,0,0.055,0,0,0,0,0.002,0,0.006,0,0
"226",0,0.016,0.017,0.003,0,0,0,0.016,0.116,0,0.057,0.088,0,0.151,0,0,0.002,0,0,0.008,0,0,0,0.19,0,0,0,0,0,0,0.005,0,0.004,0.012,0.003,0.001,0.001,0,0,0,0.008,0,0.163,0.014,0,0,0.002,0,0
"227",0,0,0,0.201,0.001,0,0.018,0,0.001,0,0.157,0,0.054,0,0,0,0,0,0,0,0,0,0.002,0.019,0,0,0.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.107,0,0.012,0.03,0,0,0,0.006
"228",0.001,0,0,0.085,0,0.002,0.001,0,0.118,0,0,0,0,0.208,0,0,0,0,0,0,0,0.009,0.001,0.23,0,0.015,0,0,0,0.046,0.004,0,0.01,0.064,0.053,0,0,0,0,0,0,0.001,0.038,0,0.081,0,0,0,0
"229",0,0,0,0.121,0,0.02,0.001,0.001,0.076,0.028,0.124,0.001,0.001,0.001,0,0,0,0,0,0.011,0.001,0.001,0.11,0,0.011,0,0.003,0.041,0,0.192,0,0,0,0,0.051,0,0,0,0.036,0.018,0.079,0.019,0,0.046,0,0,0,0.001,0.006
"230",0,0,0,0.159,0,0,0,0,0,0,0.092,0,0.01,0,0,0,0,0,0.002,0.09,0,0,0.244,0,0.002,0,0.008,0.021,0.001,0.062,0.001,0,0.032,0.002,0,0,0,0.001,0.258,0.006,0.006,0,0,0.001,0,0,0,0,0
"231",0,0,0.042,0.063,0,0,0.014,0,0.017,0.02,0.045,0.003,0,0.012,0.021,0,0,0.001,0,0.025,0,0.055,0.003,0,0.278,0,0,0.018,0,0,0.023,0,0,0.026,0,0,0,0.069,0,0,0.09,0,0.017,0.04,0.004,0.026,0,0.004,0.001
"232",0,0,0.034,0.082,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0.154,0.003,0.352,0,0.058,0,0,0,0.023,0.016,0,0.017,0.007,0,0,0,0,0.003,0,0.01,0,0,0.217,0,0,0,0,0,0,0
"233",0,0,0,0,0.082,0.001,0.004,0.012,0,0,0.041,0.033,0,0.06,0,0,0,0,0,0,0,0,0,0.19,0,0.021,0.009,0,0,0.028,0.043,0,0.001,0,0,0,0.001,0.001,0,0,0.002,0.001,0.149,0.122,0.067,0.038,0.001,0,0
"234",0,0.005,0,0,0,0,0,0,0.149,0,0.102,0,0,0.191,0,0.009,0,0,0.006,0,0.005,0.001,0,0.219,0,0.002,0,0,0,0.092,0,0.008,0,0,0.07,0,0,0.003,0,0,0.002,0,0,0,0,0,0.077,0,0
"235",0.002,0.002,0.001,0.109,0,0,0,0.092,0.14,0,0.04,0.033,0,0,0.016,0,0,0.022,0,0.009,0,0.01,0,0,0.01,0,0.001,0.002,0,0,0,0.001,0,0.017,0,0,0.003,0.138,0.115,0.002,0,0.232,0,0,0,0,0,0,0
"236",0,0.095,0.003,0.103,0.003,0,0,0,0,0,0.157,0,0,0,0,0,0.007,0,0,0.015,0,0,0,0.037,0,0.018,0,0.002,0.003,0.456,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.053
"237",0.025,0.141,0,0,0.003,0,0,0,0,0,0,0,0,0.111,0,0,0,0,0,0,0,0.07,0,0,0.062,0,0,0,0,0.12,0,0,0,0,0.073,0,0,0,0.001,0.002,0,0.001,0,0.001,0.06,0,0.211,0,0.008
"238",0,0,0.142,0.03,0,0,0,0.022,0,0,0.065,0.115,0,0,0.02,0,0,0,0,0,0.001,0.134,0,0.008,0,0,0.002,0,0.002,0.044,0,0,0,0.015,0.004,0,0,0,0.019,0,0.021,0.002,0.065,0.111,0.103,0.062,0,0.003,0.006
"239",0,0,0,0,0,0,0,0,0.109,0.009,0.116,0,0.02,0.082,0.007,0.001,0,0.007,0.002,0,0,0.002,0,0.323,0,0.002,0.03,0,0,0.026,0,0.011,0.001,0.009,0,0.03,0,0,0,0.01,0,0,0,0.003,0.034,0,0,0.002,0
"240",0,0,0,0.089,0,0,0.013,0.019,0.204,0.001,0.181,0.046,0,0,0,0,0,0,0.011,0,0,0.046,0,0,0,0.001,0.058,0,0,0.016,0,0,0,0,0.023,0,0.009,0,0.001,0.003,0,0.228,0,0,0,0.001,0.048,0,0
"241",0,0,0.002,0.275,0,0,0,0,0,0,0,0,0,0.147,0,0,0,0.002,0.012,0,0,0.14,0,0,0,0,0,0.135,0,0,0,0.007,0,0,0,0,0,0.014,0,0,0.007,0.212,0,0,0.005,0,0.009,0.004,0.014
"242",0,0,0,0.002,0,0.009,0,0.001,0.055,0,0.003,0,0,0.035,0,0,0,0.018,0.003,0.025,0.008,0.116,0.004,0,0.005,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0.004,0,0.256,0,0.019,0,0.101,0.06,0.083,0.008,0
"243",0,0.002,0,0,0.017,0,0.007,0.027,0,0.025,0.154,0,0.001,0.104,0,0,0,0,0.001,0,0,0,0,0.092,0,0,0,0,0,0.081,0,0.007,0.001,0,0,0,0.002,0,0,0,0,0,0.189,0.036,0.167,0.001,0,0,0
"244",0,0.037,0,0.031,0.058,0,0,0.011,0.027,0,0.078,0,0.001,0.151,0,0,0,0,0.001,0.002,0,0.013,0.002,0.069,0,0.059,0.009,0.001,0,0.004,0.006,0,0,0,0.002,0,0,0,0,0,0,0,0.121,0.041,0.111,0.035,0,0,0.02
"245",0,0.004,0,0.024,0,0.011,0,0,0.206,0.021,0.064,0,0,0.056,0.006,0,0,0,0.014,0,0.001,0.02,0,0.029,0,0,0,0.003,0,0.037,0,0,0.044,0.049,0.03,0.001,0.003,0,0.001,0,0.02,0,0.057,0.091,0.062,0.008,0,0,0.136
"246",0,0,0,0.114,0,0,0,0,0.117,0,0.172,0,0,0,0,0,0.001,0,0,0,0,0.074,0,0,0,0.005,0,0,0,0.048,0,0,0.159,0.015,0.006,0,0,0,0.003,0,0.005,0.122,0.036,0.035,0.074,0,0,0,0.012
"247",0,0,0.098,0.105,0,0,0,0.065,0,0,0.01,0.005,0,0.124,0,0,0,0,0.013,0.022,0,0.076,0.008,0,0,0.013,0.031,0.001,0,0,0.004,0,0.012,0.003,0,0,0,0,0.02,0.002,0.004,0,0.031,0.085,0.043,0.153,0.034,0.006,0.005
"248",0,0.003,0,0.132,0,0.001,0.002,0.026,0.001,0.006,0.108,0,0.128,0,0,0,0,0,0,0.001,0,0.002,0,0,0,0.016,0.122,0,0,0.163,0.003,0,0.001,0,0,0,0,0,0,0.067,0.001,0.03,0.112,0.021,0,0.023,0,0.012,0
"249",0,0.029,0.063,0.118,0,0,0.003,0.028,0,0,0,0,0,0.07,0,0,0.041,0,0,0.07,0,0.046,0.06,0,0,0,0,0.012,0.011,0,0.001,0,0,0,0.005,0.008,0,0.397,0.006,0,0.003,0,0.016,0.001,0,0,0,0,0.011
"250",0.001,0,0,0,0,0,0,0.089,0.037,0,0.022,0,0,0.19,0.003,0.005,0,0,0,0,0,0.015,0.001,0,0,0,0.044,0,0,0.079,0,0,0.016,0,0,0.006,0,0,0.002,0,0,0.008,0.049,0.305,0.052,0,0,0,0
"251",0,0,0,0.012,0.002,0,0.004,0,0.022,0.013,0.047,0,0.024,0.104,0,0.001,0.006,0.001,0,0,0,0.002,0,0.046,0.021,0.367,0.01,0,0,0.017,0,0,0.022,0.004,0.015,0,0,0,0,0.008,0.005,0,0.001,0.016,0,0,0,0,0.001
"252",0,0,0.014,0,0,0,0,0.002,0.052,0,0.061,0,0,0.033,0.002,0,0.011,0.001,0,0,0.051,0.029,0,0.136,0,0,0.034,0,0,0.003,0,0,0.045,0.18,0.053,0.006,0,0.004,0,0,0.133,0.025,0,0,0.118,0,0.005,0,0
"253",0,0,0,0.012,0.006,0.424,0,0,0,0,0.059,0,0,0.081,0,0,0,0.001,0,0,0,0,0,0.003,0,0.024,0,0,0,0.073,0,0,0,0,0.037,0,0,0,0,0,0.12,0,0.054,0,0.013,0,0,0,0
"254",0,0,0,0.059,0,0,0,0.008,0.015,0,0.08,0,0,0.079,0,0,0,0,0,0,0,0,0,0.002,0,0,0.007,0,0,0,0,0,0.429,0,0,0,0,0.001,0,0,0,0,0.052,0,0.176,0.01,0,0,0.036
"255",0,0.003,0.003,0.027,0,0,0,0.041,0.027,0.016,0.02,0.001,0.013,0.078,0.001,0,0.001,0,0.019,0.015,0.002,0,0.001,0,0.017,0,0.015,0.006,0,0.001,0,0,0.36,0.011,0.118,0,0,0.002,0,0.004,0.002,0.001,0.079,0,0.069,0,0,0,0
"256",0,0,0.01,0,0,0,0,0.02,0.023,0.03,0.049,0,0,0.105,0,0,0.01,0,0,0.001,0,0,0,0,0.003,0,0,0,0,0.085,0,0,0.004,0,0.034,0.32,0.018,0,0,0,0,0,0.082,0,0.07,0,0,0,0.001
